
*477 - CONDOMINIO PETIT VILLAGE RESIDENCE                                                            ;STAFF SOLUCOES E SERVICOS LTDA 41-42-43 004071                            ;SERVICOS                                          ;7900,00             ;23/04/2021          ;1619203043          ;034956    ;
#-Vigilancia noturna, do periodo das 18:00 da tarde as 06:00 da manha                                                                                                                                                                                                                                                                                                                                           
+-https://drive.google.com/file/d/1qgRPhonVPvLw5xFNTJ4On8L_yujtHq9d/view?usp=sharing                                                                                                                                                                                                                                                                                                                            ;

*414 - CONDOMINIO EDIFICIO CAMILA                                                                    ;LF SISTEMAS 003868                                                        ;SERVICOS                                          ;120,00              ;30/04/2021          ;1619789682          ;10        ;
#-retirada e colocacao da camera do apto 1 , que foi danificada pelo ladrao, na ocasiao do roubo, camera foi pra assistencia e voltou .                                                                                                                                                                                                                                                                         
+-                                                                                                                                                                                                                                                                                                                                                                                                              ;

*Condominio:                                                                                         ;SANSONITE ELEVADORES 002845                                               ;SERVICOS                                          ;000000              ;05/05/2021          ;1620220686          ;          ;
#-Bom dia estamos montando um escritório aqui em bombinhas se vocês precisarem de algum orçamento sem compromisso ou vistoria estamos a disposição o nosso técnico já está morando em bombinhas temos plantão 24 horas inclusive sábado, domingo e feriados telefone para contato 47 992820483                                                                                                                  
+-                                                                                                                                                                                                                                                                                                                                                                                                              ;

*380 - CONDOMINIO ED. RES. FLOR DA MANHÃ                                                             ;RONNY LOPES VIANA 004725                                                  ;SERVICOS                                          ;R$ 700.00           ;01/07/2021          ;1625174846          ;          ;
#-Serviço prestado pela empresa PRIORI controle de pragas no Res. Flor da Manhã : Dedetezição , desrratizaçào  das areas comuns do condominio interna e externa , caixas de gordura e residuos.   Residencial , incluindo moradia  do zelador (cortesia),  hall de entrada , escadaria , casa de maquinas , calçadas e  lixeiras. 
Obs: Produtos usados nas áreas internas sem cheiro e antialérgico.          
+-                                                                                                                                                                                                                                                                                                                                                                                                              ;

*551 - CONDOMINIO EDIFICIO TERRA E MAR                                                               ;LF SISTEMAS 003868                                                        ;MAO DE OBRA                                       ;120,00              ;19/07/2021          ;1626731875          ;416       ;
#-MANUTENCAO NO INTERFONE DA PORTARIA A PEDIDO DO SINDICO.                                                                                                                                                                                                                                                                                                                                                      
+-                                                                                                                                                                                                                                                                                                                                                                                                              ;

*551 - CONDOMINIO EDIFICIO TERRA E MAR                                                               ;LF SISTEMAS 003868                                                        ;MAO DE OBRA COM MATERIAL                          ;170                 ;19/07/2021          ;1626732071          ;417       ;
#-MANUTENCAO NO SISTEMA DE INTERFONE DO APTO 202. FIICAO COM PROBLEMAS PROXIMO A CENTRAL DE INTERFONIA                                                                                                                                                                                                                                                                                                          
+-                                                                                                                                                                                                                                                                                                                                                                                                              ;
